,Hard work,Hard work based rank,Hard work based result,Luck,Score [Hard work + luck],Luck based rank,Luck based result,Luck and Hard work
29,109.59510740479085,5809.0,False,86.22949850406764,108.42682695975469,6066.0,False,False
30,98.47306735677473,9769.0,False,107.61130298571149,98.92997913822157,9590.0,False,False
31,124.13247946321917,2106.0,False,118.37321296015867,123.84451613806614,1938.0,False,False
32,99.66115787149847,9314.0,False,88.04301500937623,99.08025072839236,9523.0,False,False
33,108.70704887943621,6088.0,False,118.00324915593185,109.171858893261,5786.0,False,False
34,101.73994129221421,8569.0,False,105.92589851937775,101.94923915357239,8432.0,False,False
35,91.51962689867611,12140.0,False,100.40291027253032,91.96379106736882,12144.0,False,False
36,101.20686170705267,8729.0,False,107.29352419981,101.51119483169053,8604.0,False,False
37,114.30038361400085,4383.0,False,108.2676971239527,113.99874928949843,4245.0,False,False
38,91.68330761210711,12087.0,False,99.6515829856173,92.08172138078262,12111.0,False,False
39,101.72011311541642,8580.0,False,76.34148955926526,100.45118193760887,8994.0,False,False
40,93.6697245757268,11433.0,False,88.45763465003805,93.40912007944236,11633.0,False,False
41,100.56256016946915,8969.0,False,85.69248823695798,99.81905657284359,9240.0,False,False
42,125.62538327862148,1855.0,False,107.0204391177391,124.69513607057735,1806.0,False,False
43,104.94030204856689,7416.0,False,99.27683645786453,104.65712876903177,7436.0,False,False
44,104.814005346825,7481.0,False,93.45671537033058,104.24614084800028,7590.0,False,False
45,58.372607209579,17980.0,False,131.0952800579238,62.008740851996244,17919.0,False,False
46,92.92804934136967,11697.0,False,114.47672400641417,94.00548307462189,11416.0,False,False
47,87.98839078643735,13247.0,False,115.18815455984088,89.34837897510752,12999.0,False,False
48,107.66761055578304,6469.0,False,125.0862072796337,108.53854039197557,6021.0,False,False
49,85.9158377969344,13861.0,False,106.03971646616621,86.92203173039599,13769.0,False,False
50,60.23508807636678,17890.0,False,108.41786207193424,62.644226776145146,17873.0,False,False
51,118.01495750486126,3419.0,False,69.40925728461187,115.58467249384879,3821.0,False,False
52,96.98082052274883,10325.0,False,104.96461783954031,97.3800103885884,10198.0,False,False
53,78.50296079994703,15689.0,False,111.6422618090421,80.15992585040179,15547.0,False,False
54,96.81257436724046,10392.0,False,118.88567233075833,97.91622926541635,10002.0,False,False
55,95.28173858961058,10890.0,False,87.68327692297055,94.90181550627858,11084.0,False,False
56,77.38467233265476,15911.0,False,92.02024827243113,78.11645112964358,15983.0,False,False
57,92.93682487247231,11695.0,False,80.93826806886449,92.33689703229192,12015.0,False,False
58,109.52624592695597,5828.0,False,90.46973169555693,108.57342021538601,6009.0,False,False
59,84.95477110362208,14148.0,False,98.8573221718159,85.64989865703177,14155.0,False,False
60,75.03418210088043,16346.0,False,112.6051108271689,76.91272853719485,16235.0,False,False
61,69.05504124424158,17168.0,False,99.95391578803817,70.59998497143141,17152.0,False,False
62,104.56410761191884,7565.0,False,118.77223509019022,105.2745139858324,7209.0,False,False
63,122.55935173999323,2384.0,False,94.50511904955468,121.1566401054713,2455.0,False,False
64,102.13424745365687,8432.0,False,64.67275546564521,100.26117285425627,9062.0,False,False
65,91.64149715234701,12102.0,False,92.81851629002769,91.70034810923104,12229.0,False,False
66,115.24791678472327,4119.0,False,96.43794967236786,114.3074184291055,4148.0,False,False
67,113.44144399004533,4631.0,False,87.16535068120506,112.12763932460331,4833.0,False,False
68,118.71557977512691,3253.0,False,109.35980183173214,118.24779087795716,3140.0,False,False
69,130.6359872028349,1138.0,False,95.98112807203441,128.9032442462949,1182.0,False,False
70,95.52178990082349,10800.0,False,87.3293584459036,95.1121683280775,11001.0,False,False
71,96.95056920825662,10345.0,False,73.26212531905026,95.7661470137963,10770.0,False,False
72,101.52216374039874,8638.0,False,99.43703067686258,101.41790708722192,8638.0,False,False
73,74.73361862458198,16408.0,False,89.95550522606574,75.49471295465617,16487.0,False,False
74,86.09710348261117,13816.0,False,92.17155819986688,86.40082621847395,13928.0,False,False
75,78.00759572592023,15787.0,False,95.96469042400932,78.90545046082468,15802.0,False,False
76,114.86077764140371,4216.0,False,64.53020592603751,112.3442490556354,4773.0,False,False
77,92.012137193317,11982.0,False,91.1310592736446,91.96808329733338,12141.0,False,False
78,92.2152187222589,11919.0,False,106.15823255285723,92.91236941378881,11828.0,False,False
79,104.31501575101832,7643.0,False,96.35427675370465,103.91697880115264,7714.0,False,False
80,81.60054702240754,14982.0,False,125.83148968775129,83.81209415567473,14653.0,False,False
81,109.35363790426419,5886.0,False,90.88458313422204,108.43018516576207,6063.0,False,False
82,102.32590610638553,8354.0,False,110.54956344810991,102.73708897347174,8118.0,False,False
83,94.32255868045443,11212.0,False,89.64088368572324,94.08847493071788,11382.0,False,False
84,102.5347797168653,8279.0,False,122.06015126463922,103.51104829425398,7848.0,False,False
85,86.67894914662438,13665.0,False,109.23258030517826,87.80663070455206,13505.0,False,False
86,72.13622671855656,16790.0,False,115.1135707517999,74.28509392021873,16676.0,False,False
87,96.93960050864756,10351.0,False,124.22573454223601,98.30390721032697,9854.0,False,False
88,123.13328161612091,2273.0,False,95.97963679522837,121.77559937507628,2315.0,False,False
89,67.0725065828303,17370.0,False,112.22776633013612,69.3302695701956,17302.0,False,False
90,115.6556761190374,3985.0,False,62.80566334778343,113.01317548047469,4556.0,False,False
91,61.44679493558856,17827.0,False,102.2529594761833,63.4871031626183,17816.0,False,False
92,61.8163519493828,17797.0,False,89.80931109453715,63.21599990664052,17833.0,False,False
93,112.40212156129772,4934.0,False,91.41520118858062,111.35277554266186,5068.0,False,False
94,86.7292834422423,13650.0,False,84.53146992257746,86.61939276625907,13870.0,False,False
95,137.19313122420613,556.0,False,88.10698357392369,134.738823841692,600.0,False,False
96,117.21969244404387,3614.0,False,115.2693265611518,117.12217414989927,3414.0,False,False
97,125.78113957523324,1830.0,False,89.08719882283452,123.94644253761331,1925.0,False,False
98,90.422304293219,12498.0,False,103.2440488870236,91.06339152290923,12452.0,False,False
99,113.12485483941545,4724.0,False,83.87837775846589,111.66253098536797,4960.0,False,False
100,95.07881470098923,10954.0,False,104.38478541397606,95.54411323663857,10837.0,False,False
101,92.91474407959873,11703.0,False,97.78731618686594,93.1583726849621,11712.0,False,False
102,134.34958396583744,752.0,False,89.31913616050865,132.098061575571,808.0,False,False
103,131.55288716760367,1034.0,False,111.00309917434284,130.52539776794063,965.0,False,False
104,100.41899929724877,9025.0,False,90.84561382888376,99.94033002383053,9201.0,False,False
105,98.9960048287291,9580.0,False,136.68549104293942,100.8804791394396,8844.0,False,False
106,122.70319654211832,2357.0,False,104.30936361838455,121.78350489593163,2314.0,False,False
107,79.59668935849078,15451.0,False,76.27116432167774,79.43041310665012,15696.0,False,False
108,109.9140653625256,5710.0,False,86.05883765916445,108.72130397735754,5945.0,False,False
109,128.12613160077018,1462.0,False,73.13019137098215,125.37633458928077,1679.0,False,False
110,130.97501483167792,1091.0,False,128.50029294488803,130.85127873733842,928.0,False,False
111,121.24677582724037,2661.0,False,87.4543592700556,119.55715499938113,2790.0,False,False
112,129.40825341625367,1285.0,False,83.43143742274547,127.10941261657825,1408.0,False,False
113,139.47876969447387,409.0,False,91.14684668233514,137.06217354386692,444.0,False,False
114,111.65173097406417,5160.0,False,72.71279249239728,109.70478404998082,5606.0,False,False
115,123.17020122792006,2265.0,False,81.01752344548308,121.0625673387982,2473.0,False,False
116,98.79266725645259,9658.0,False,72.68231457852958,97.48714962255643,10158.0,False,False
117,95.33559294048156,10867.0,False,89.54876734967587,95.04625166094128,11032.0,False,False
118,112.65669496560976,4859.0,False,103.6717563293487,112.20744803379671,4810.0,False,False
119,95.59292081095177,10768.0,False,78.06554705276469,94.71655212304242,11167.0,False,False
120,107.19657687082935,6631.0,False,130.94665901687517,108.38408097813162,6080.0,False,False
121,85.95824013912656,13852.0,False,81.67593531512019,85.74412489792623,14134.0,False,False
122,60.991679803930225,17854.0,False,97.60324707184682,62.82225816732605,17862.0,False,False
123,90.93992317751379,12336.0,False,108.33589890812631,91.8097219640444,12202.0,False,False
124,101.61577426017526,8610.0,False,120.00989250380681,102.53548017235683,8211.0,False,False
125,103.34174138295559,8009.0,False,71.26494698850374,101.73790166323299,8514.0,False,False
126,95.24807503940816,10903.0,False,65.25103398311538,93.74822298659352,11505.0,False,False
127,111.84594885515011,5109.0,False,114.52827753718613,111.98006528925191,4871.0,False,False
128,99.64203186945517,9320.0,False,70.31406058572072,98.17563330526843,9898.0,False,False
129,118.20588937820202,3376.0,False,114.61535496478528,118.02636265753117,3180.0,False,False
130,76.96547797914366,15991.0,False,81.30903151894032,77.18265565613348,16180.0,False,False
131,93.75090248700884,11405.0,False,99.47312763058596,94.03701374418769,11403.0,False,False
132,108.53643640759383,6142.0,False,89.39648866874089,107.57943902065117,6362.0,False,False
133,72.10247236937839,16795.0,False,129.00897160119652,74.9477973309693,16579.0,False,False
134,78.16710929544877,15766.0,False,141.13583470152932,81.31554556575279,15294.0,False,False
135,94.69756204048805,11072.0,False,82.26391055819025,94.07587946637315,11390.0,False,False
136,80.0664020905312,15345.0,False,114.66935951074021,81.79654996154164,15160.0,False,False
137,88.97954178809837,12952.0,False,130.8488003813904,91.07300471776297,12448.0,False,False
138,113.04609565078056,4746.0,False,53.6807092141273,110.07782632894789,5494.0,False,False
139,88.16031118155796,13190.0,False,94.45813447760628,88.47520234636038,13279.0,False,False
140,72.20344722248971,16781.0,False,88.73777522307357,73.03016362251891,16851.0,False,False
141,40.15069678549121,18283.0,False,95.50995865135357,42.91865987878433,18282.0,False,False
142,126.19045423455009,1765.0,False,75.92394350340813,123.67712869799298,1972.0,False,False
143,102.0095327931126,8474.0,False,98.09019944155649,101.81356612553478,8485.0,False,False
144,129.94219173671917,1210.0,False,121.43014076706007,129.5165891882362,1090.0,False,False
145,75.05789062690353,16343.0,False,106.80543771032214,76.64526798107445,16285.0,False,False
146,107.95459520567124,6363.0,False,124.13271966281005,108.76350142852817,5930.0,False,False
147,142.07656845911455,287.0,False,45.59990441304503,137.25273525681106,434.0,False,False
148,73.49576274875349,16602.0,False,101.53207357716411,74.89757829017402,16589.0,False,False
149,65.730363459778,17496.0,False,67.74688410987534,65.83118949228286,17635.0,False,False
150,137.0392980332212,566.0,False,119.61023763661467,136.16784501339086,501.0,False,False
151,107.56927442040205,6507.0,False,99.30980638749975,107.15630101875693,6501.0,False,False
152,98.95168908621721,9602.0,False,72.42541867377875,97.62537556559528,10107.0,False,False
153,96.37913560340533,10525.0,False,73.23339643546339,95.22184864500824,10960.0,False,False
154,84.80540521518252,14190.0,False,80.01232896194495,84.56575140252063,14470.0,False,False
155,121.14519438492738,2684.0,False,127.88934570813828,121.48240195108792,2372.0,False,False
156,68.72802104755871,17206.0,False,89.39453076682713,69.76134653352213,17261.0,False,False
157,134.4653061458467,741.0,False,140.80832228208564,134.78245695265866,596.0,False,False
158,73.18618122223882,16667.0,False,133.455914240004,76.19966787312707,16357.0,False,False
159,111.69630836109317,5145.0,False,74.80623569910398,109.85180472799371,5561.0,False,False
160,106.48761961701415,6850.0,False,99.46947364753149,106.13671231854002,6865.0,False,False
161,93.91517016814731,11344.0,False,106.80654004641057,94.55973866206048,11221.0,False,False
162,87.97783057399833,13250.0,False,109.65042761743833,89.06146042617033,13095.0,False,False
163,81.30839599814172,15048.0,False,82.75661049887906,81.38080672317858,15276.0,False,False
164,99.94411286680113,9206.0,False,103.59719823209208,100.12676713506568,9122.0,False,False
165,134.7211182488324,722.0,False,102.12044243702933,133.09108445824222,711.0,False,False
166,121.396500298707,2623.0,False,86.79451016431435,119.66640079198736,2765.0,False,False
167,113.103481855074,4734.0,False,120.04428322571906,113.45052192360623,4400.0,False,False
168,127.99193269642628,1480.0,False,108.94644273390871,127.03965819830039,1421.0,False,False
169,165.46886789462297,11.0,True,109.96023072570361,162.69343603617702,9.0,True,True
170,63.35121662389979,17692.0,False,125.52884870649342,66.46009822802947,17580.0,False,False
171,75.54915964255329,16254.0,False,146.7641394683413,79.10990863384268,15766.0,False,False
172,95.32289179184235,10871.0,False,96.32087102640608,95.37279075357054,10898.0,False,False
173,77.77172121113978,15834.0,False,103.5302939630341,79.0596498487345,15777.0,False,False
174,92.44098927238689,11852.0,False,112.72146147862645,93.45501288269887,11608.0,False,False
175,81.0829603012535,15096.0,False,85.90402402204279,81.32401348729296,15290.0,False,False
176,141.70672499453104,303.0,False,79.10346886682336,138.57656218814566,360.0,False,False
177,56.70430293274161,18039.0,False,87.444142797295,58.24129492596928,18058.0,False,False
178,118.96193305396764,3192.0,False,82.6724233313042,117.14745756783446,3399.0,False,False
179,105.45650358073767,7236.0,False,99.28225991069012,105.1477913972353,7262.0,False,False
180,106.94541822388459,6710.0,False,109.56645620082729,107.07647012273172,6533.0,False,False
181,79.75260499495758,15415.0,False,76.2564236032042,79.57779592536991,15662.0,False,False
182,101.46125797373944,8659.0,False,83.60660931171884,100.5685255406384,8951.0,False,False
183,111.62687164613888,5170.0,False,83.5672170239359,110.22388891502874,5441.0,False,False
184,125.4098571400396,1891.0,False,121.3741113281672,125.20806984944598,1715.0,False,False
185,101.96049201050799,8491.0,False,95.39732207283686,101.63233351362443,8548.0,False,False
186,118.51855145679596,3298.0,False,81.82912232451267,116.6840800001818,3530.0,False,False
187,95.8129215395733,10697.0,False,107.01956603547706,96.37325376436847,10562.0,False,False
188,133.37443362262593,845.0,False,125.52616277468609,132.98202008022892,728.0,False,False
189,109.06806681800083,5966.0,False,120.70556159204563,109.64994155670306,5626.0,False,False
190,91.57584102601798,12124.0,False,87.96249405774005,91.39517367760408,12337.0,False,False
191,117.79937662782326,3461.0,False,55.815070869250846,114.70016133989463,4044.0,False,False
192,87.08385500650739,13537.0,False,131.81237750635242,89.32028113149964,13009.0,False,False
193,98.78137272771767,9664.0,False,114.50428287501965,99.56751823508277,9350.0,False,False
194,97.85151776212426,10001.0,False,133.08981531525868,99.61343263978097,9325.0,False,False
195,97.22137515124521,10227.0,False,93.8510776669101,97.05286027702846,10322.0,False,False
196,128.75043753364233,1358.0,False,123.6421080542184,128.49502105967113,1236.0,False,False
197,118.61059881603913,3274.0,False,122.48329367446237,118.80423355896029,2989.0,False,False
198,101.54145738071377,8632.0,False,65.54206029502245,99.7414875264292,9274.0,False,False
199,103.9805617528855,7765.0,False,119.36756676955554,104.749912003719,7404.0,False,False
200,92.68902258450447,11772.0,False,124.38063754857617,94.27360333270805,11312.0,False,False
201,115.35311381247655,4086.0,False,63.93517331599747,112.7822167876526,4647.0,False,False
202,87.99349494099692,13245.0,False,118.54143887935706,89.52089213791493,12939.0,False,False
203,130.73439728728897,1129.0,False,96.70967207641974,129.0331610267455,1161.0,False,False
204,95.5324299336283,10793.0,False,107.58836883791913,96.13522687884284,10648.0,False,False
205,131.70190427257359,1017.0,False,104.63784473112496,130.34870129550114,983.0,False,False
206,95.8906574723459,10672.0,False,136.33597609078328,97.91292340326775,10004.0,False,False
207,85.0554907568441,14115.0,False,114.74340076726521,86.53988625736514,13895.0,False,False
208,107.33089059965117,6587.0,False,87.60789248497089,106.34474069391715,6778.0,False,False
209,125.48362781168905,1882.0,False,132.2842353110663,125.82365818665791,1612.0,False,False
210,95.58664230435953,10776.0,False,99.764475025942,95.79553394043865,10758.0,False,False
211,139.0047376659573,438.0,False,93.55929220751153,136.732465393035,462.0,False,False
212,81.96636891520902,14900.0,False,61.19347806939052,80.92772437291809,15384.0,False,False
213,84.68223770674568,14236.0,False,101.9218918556838,85.54422041419258,14188.0,False,False
214,79.60969437579276,15444.0,False,121.61650932821217,81.71003512341372,15188.0,False,False
215,127.77046080696294,1513.0,False,130.79565209838805,127.9217203715342,1302.0,False,False
216,86.30660007391316,13758.0,False,106.06199412689195,87.29436977656209,13655.0,False,False
217,84.71310698839639,14220.0,False,107.57556966680565,85.85623012231684,14094.0,False,False
218,90.28904935349694,12541.0,False,138.1304973333391,92.68112175248903,11904.0,False,False
219,95.7371000106571,10724.0,False,126.80358618424036,97.29042431933627,10231.0,False,False
220,91.45737690104832,12164.0,False,60.75884623715933,89.92245036785386,12801.0,False,False
221,75.24237945984812,16310.0,False,129.45190761580994,77.9528558676462,16022.0,False,False
222,76.25213219901873,16109.0,False,79.67919870336004,76.4234855242358,16326.0,False,False
223,143.45465191857053,241.0,False,112.7294426856534,141.91839145692467,224.0,False,False
224,91.78514420209072,12046.0,False,100.76164867734495,92.23396942585343,12061.0,False,False
225,104.49166273568713,7594.0,False,78.65811608393923,103.19998540309973,7968.0,False,False
226,58.61170152338892,17977.0,False,122.52701323317555,61.80746710887825,17929.0,False,False
227,95.70113676001083,10736.0,False,119.7328682146395,96.90272333274226,10376.0,False,False
228,110.30981988663517,5597.0,False,73.49076175647991,108.4688669801274,6050.0,False,False
229,106.99975943350452,6687.0,False,100.9111391781513,106.69532842073686,6670.0,False,False
230,106.98976549527188,6691.0,False,83.5948415051845,105.82001929576751,6985.0,False,False
231,104.03088162091323,7747.0,False,66.81592984316582,102.17013403202586,8350.0,False,False
232,111.1661471274657,5326.0,False,105.23879498183528,110.86977952018418,5228.0,False,False
233,106.0759027579739,7028.0,False,97.58383189891357,105.65129921502088,7060.0,False,False
234,112.14960249256886,5019.0,False,124.61442446738644,112.77284359130974,4651.0,False,False
235,84.67644163614588,14237.0,False,106.17567975029867,85.7514035418535,14132.0,False,False
236,118.33710800615414,3339.0,False,79.76921472114668,116.40871334190376,3608.0,False,False
237,91.88887015306908,12020.0,False,126.14922891347847,93.60188809108955,11561.0,False,False
238,131.5361518316999,1039.0,False,107.7551320742755,130.34710084382868,984.0,False,False
239,68.88226925074711,17180.0,False,87.79091800652589,69.82770168853605,17256.0,False,False
240,106.80701839858797,6747.0,False,58.16213178669932,104.37477406799353,7541.0,False,False
241,87.71429091593961,13338.0,False,102.00030385780065,88.42859156303265,13297.0,False,False
242,106.75823154842882,6758.0,False,129.2183762304219,107.88123878252847,6248.0,False,False
243,100.21346609900444,9111.0,False,110.29769271525132,100.71767742981677,8901.0,False,False
244,86.05140236715857,13825.0,False,86.68009554799129,86.08283702620021,14019.0,False,False
245,81.39628524270348,15032.0,False,74.5040245660508,81.05167220887084,15357.0,False,False
246,108.14014637189791,6290.0,False,101.93590201211924,107.82993415390897,6262.0,False,False
247,100.66359793189726,8924.0,False,109.57891446496956,101.10936375855086,8754.0,False,False
248,70.22823381450293,17032.0,False,122.66181978676772,72.84991311311616,16880.0,False,False
249,61.996666387626924,17789.0,False,83.52048772237279,63.07285745436422,17845.0,False,False
250,59.84478855088025,17921.0,False,113.4104648213303,62.52307236440275,17888.0,False,False
251,85.4956520414581,13968.0,False,132.8958576946947,87.86566232411994,13475.0,False,False
252,98.68641136472377,9702.0,False,84.10008402846549,97.95709499791086,9988.0,False,False
253,117.09238038161536,3641.0,False,92.59925213537687,115.86772396930343,3741.0,False,False
254,116.96702762039213,3673.0,False,100.74551032695666,116.15595175572035,3673.0,False,False
255,128.01262542808348,1475.0,False,152.24249947780135,129.22411913056936,1130.0,False,False
256,68.39930642912954,17241.0,False,100.51447022892147,70.00506461911914,17233.0,False,False
257,74.32265449280348,16478.0,False,98.99824325017262,75.55643393067194,16471.0,False,False
258,88.30326188349773,13144.0,False,101.45669062440338,88.960933320543,13120.0,False,False
259,76.12256097781993,16133.0,False,107.50978170055294,77.69192201395659,16083.0,False,False
260,78.65999750471128,15645.0,False,81.46285322085667,78.80014029051856,15820.0,False,False
261,87.58557682595509,13382.0,False,90.5598401720853,87.7342899932616,13538.0,False,False
262,108.96697695930143,6003.0,False,97.93046388433578,108.41515130555314,6071.0,False,False
263,86.61928122547441,13681.0,False,74.61776760056568,86.01920554422898,14040.0,False,False
264,130.82723524260632,1112.0,False,110.39221798800354,129.8054843798762,1057.0,False,False
265,133.58284837742104,825.0,False,131.26915221328352,133.46716356921416,682.0,False,False
266,105.96851298142332,7078.0,False,63.985713438481696,103.86937300427623,7731.0,False,False
267,72.58700037376924,16736.0,False,111.86651692749324,74.55097620145544,16636.0,False,False
268,84.72054783082523,14218.0,False,127.03080828036786,86.83606085330234,13798.0,False,False
269,66.80566895923616,17396.0,False,110.32548095037284,68.98165955879298,17341.0,False,False
270,117.50667494710208,3535.0,False,96.7748036096275,116.47008138022835,3584.0,False,False
271,105.77716495308196,7129.0,False,95.75566756433903,105.27609008364482,7208.0,False,False
272,57.62246422934471,18014.0,False,111.91551354053948,60.33711669490444,17980.0,False,False
273,71.9465852250297,16810.0,False,64.39271711525957,71.56889181954118,17050.0,False,False
274,129.07475217607004,1319.0,False,91.03552467899142,127.1727908012161,1395.0,False,False
275,106.32244280102577,6913.0,False,90.64989061512676,105.53881519173082,7104.0,False,False
276,70.37960616634466,17012.0,False,120.03328964368363,72.8622903402116,16877.0,False,False
277,109.91181551349692,5714.0,False,98.25187984265989,109.32881872995506,5743.0,False,False
278,77.1332979051378,15957.0,False,131.74874259696807,79.86407013972931,15605.0,False,False
279,119.88772884840589,2972.0,False,115.41077778252574,119.66388129511188,2766.0,False,False
280,124.26067364507567,2074.0,False,112.098338472214,123.65255688643258,1981.0,False,False
281,96.76809736922452,10406.0,False,113.25964831631968,97.59267491657928,10118.0,False,False
282,90.80920617010287,12378.0,False,109.34483947772904,91.73598783548417,12217.0,False,False
283,65.90030480115473,17479.0,False,92.30361946048482,67.22047053412123,17518.0,False,False
284,97.9364992748076,9960.0,False,92.7628218572039,97.67781540392741,10084.0,False,False
285,112.90417516305007,4785.0,False,101.49634413755167,112.33378361177515,4774.0,False,False
286,129.4501723020152,1279.0,False,94.05709580819052,127.68051847732397,1322.0,False,False
287,98.03791720640241,9915.0,False,101.06579445574587,98.18931106886959,9893.0,False,False
288,98.22722657862582,9851.0,False,120.98317906321924,99.3650242028555,9439.0,False,False
289,105.76063411694604,7134.0,False,120.69501699333148,106.50735326076531,6726.0,False,False
290,110.58968831261518,5506.0,False,126.49464129873714,111.38493596192127,5060.0,False,False
291,94.04492057975826,11293.0,False,89.19590518766961,93.80246981015382,11490.0,False,False
292,99.25293376026107,9471.0,False,102.19522564886068,99.40004835469105,9417.0,False,False
293,65.86876143917851,17483.0,False,89.66662193068133,67.05865446375365,17529.0,False,False
294,91.21202329718851,12244.0,False,114.93483445485293,92.39816385507172,12001.0,False,False
295,124.95927126742347,1957.0,False,115.67888802961542,124.49525210553307,1836.0,False,False
296,112.34504369006787,4953.0,False,105.61392836536734,112.00848792383283,4865.0,False,False
297,67.11247743977694,17364.0,False,137.1070067186724,70.6122039037217,17151.0,False,False
298,112.69723363948565,4852.0,False,95.41637250512125,111.83319058276743,4912.0,False,False
299,97.15918878748384,10247.0,False,62.86909335907105,95.44468401606319,10870.0,False,False
300,97.94167122078495,9959.0,False,102.30625365159676,98.15990034232554,9910.0,False,False
301,92.59634457771915,11802.0,False,118.0021006693545,93.86663238230092,11473.0,False,False
302,87.80905249745325,13308.0,False,98.27499395758913,88.33234957046004,13323.0,False,False
303,88.24664896653061,13164.0,False,57.422414744548874,86.70543725543152,13843.0,False,False
304,94.42713803277134,11172.0,False,125.93146126707344,96.00235419448644,10692.0,False,False
305,101.84819015677851,8536.0,False,87.25353566995267,101.11845743243721,8751.0,False,False
306,95.7681505539407,10715.0,False,116.90639634951222,96.82506284371928,10405.0,False,False
307,107.23794100903484,6618.0,False,122.02570917779748,107.97732941747297,6216.0,False,False
308,98.05180157095516,9909.0,False,85.69674943905947,97.43404896436037,10180.0,False,False
309,98.87134639047217,9634.0,False,94.98213275189349,98.67688570854324,9699.0,False,False
310,87.51524232759334,13410.0,False,118.58295439585696,89.06862793100652,13090.0,False,False
311,77.79672660946893,15828.0,False,90.46990145846542,78.43038535191876,15927.0,False,False
312,93.3261455685029,11555.0,False,103.75869294934375,93.84777293754493,11478.0,False,False
313,93.34886799973319,11548.0,False,124.35676194121024,94.89926269680703,11085.0,False,False
314,90.67363466687145,12429.0,False,125.95734793960168,92.43782033050796,11985.0,False,False
315,119.48121882880415,3071.0,False,110.09011136895568,119.01166345581171,2936.0,False,False
316,120.02512900056905,2939.0,False,96.08284616476926,118.82801485877906,2982.0,False,False
317,157.194768076052,31.0,False,123.8056160257699,155.5253104735379,22.0,False,False
318,101.95386309955337,8495.0,False,107.52516608549874,102.23242824885064,8326.0,False,False
319,111.42878468824983,5243.0,False,92.81068520553333,110.497879714114,5350.0,False,False
320,116.01411446858073,3895.0,False,98.08970789885875,115.11789414009462,3930.0,False,False
321,96.18736784725895,10584.0,False,67.96560876589433,94.77627989319072,11141.0,False,False
322,85.96690151079217,13851.0,False,96.08786827052447,86.47294984877878,13909.0,False,False
323,95.10329099975819,10943.0,False,86.17034560520426,94.6566437300305,11190.0,False,False
324,105.50112074777488,7214.0,False,101.31334487368704,105.29173195407049,7202.0,False,False
325,114.0557593390625,4444.0,False,115.62322504624923,114.13413262442184,4197.0,False,False
326,130.25834011083975,1179.0,False,119.6778078758707,129.7293134990913,1065.0,False,False
327,107.41225604130604,6552.0,False,135.3258427409677,108.80793537628911,5913.0,False,False
328,114.87139187804944,4211.0,False,107.06293912319875,114.48096924030689,4104.0,False,False
329,110.12685180618246,5644.0,False,88.93697970303387,109.06735820102502,5826.0,False,False
330,129.62274884347377,1252.0,False,103.74358282839307,128.32879054271973,1257.0,False,False
